127,항산화,비타민나무,1,0,3,0,2,0
128,항산화,사과,4,0,8,0,0,0
129,항산화,산수유,2,0,2,0,0,0
130,항산화,살구,0,0,0,0,1,0
131,항산화,삼백초,1,0,0,0,1,0
132,항산화,삼색제비꽃,0,0,1,0,0,0
133,항산화,상추,0,0,2,0,0,0
134,항산화,상황버섯,1,0,0,0,0,0
135,항산화,생강,2,0,11,0,1,0
136,항산화,석류,0,0,4,0,1,0
137,항산화,세이지,0,0,0,0,1,0
138,항산화,소나무,2,0,3,0,1,0
139,항산화,수박,4,0,0,0,0,0
140,항산화,수선화,0,0,1,0,0,0
141,항산화,수수,4,0,1,0,1,0
142,항산화,스테비아,0,0,2,0,1,0
143,항산화,시금치,0,0,0,0,1,0
144,항산화,아몬드,3,0,1,0,0,0
145,항산화,아보카도,1,0,0,0,0,0
146,항산화,아사이베리,1,0,0,0,0,0
147,항산화,아카시아,2,0,0,0,0,0
148,항산화,아티초크,0,0,1,0,0,0
149,항산화,약쑥,1,0,0,0,0,0
150,항산화,양배추,0,0,2,0,0,0
151,항산화,양파,4,0,5,0,1,0
152,항산화,어성초,1,0,2,0,1,0
153,항산화,연근,0,0,1,0,0,0
154,항산화,연꽃,0,0,0,0,1,0
155,항산화,영지버섯,3,0,0,0,0,0
156,항산화,오렌지,0,0,5,0,0,0
157,항산화,오미자,0,0,1,0,1,0
158,항산화,오크라,0,0,1,0,0,0
159,항산화,올리브,1,0,1,0,0,0
160,항산화,요구르트,1,0,2,0,0,0
161,항산화,용과,4,0,0,0,0,0
162,항산화,우엉,0,0,1,0,0,0
163,항산화,우유,0,0,2,0,1,0
164,항산화,유자,2,0,7,0,1,0
165,항산화,자몽,1,0,3,0,1,0
166,항산화,장미,3,0,0,0,2,0
167,항산화,제라늄,0,0,0,0,2,0
168,항산화,죽순,0,0,1,0,0,0
169,항산화,진달래,0,0,0,0,4,0
170,항산화,진주,1,0,1,0,0,0
171,항산화,찔레꽃,0,0,2,0,0,0
172,항산화,참당귀,1,0,3,0,0,0
173,항산화,창포,1,0,0,0,3,0
174,항산화,천문동,0,0,0,0,1,0
175,항산화,청보리,0,0,1,0,0,0
176,항산화,체리,3,0,1,0,0,0
177,항산화,치자,0,0,1,0,0,0
178,항산화,카네이션,0,0,1,0,0,0
179,항산화,카카오,0,0,3,0,1,0
180,항산화,캐모마일,0,0,1,0,0,0
181,항산화,커피,4,0,5,0,3,0
182,항산화,컴프리,0,0,1,0,0,0
183,항산화,케일,0,0,1,0,1,0
184,항산화,코코넛,0,0,0,0,1,0
185,항산화,크랜베리,1,0,0,0,0,0
186,항산화,타임,1,0,0,0,1,0
187,항산화,탱자,0,0,2,0,0,0
188,항산화,토마토,3,0,7,0,2,0
189,항산화,파인애플,0,0,0,0,1,0
190,항산화,파프리카,1,0,1,0,1,0
191,항산화,페퍼민트,0,0,3,0,1,0
192,항산화,편백,0,0,0,0,1,0
193,항산화,포도,3,0,5,0,0,0
194,항산화,표고버섯,2,0,0,0,1,0
195,항산화,프로폴리스,3,0,2,0,0,0
196,항산화,피스타치오,0,0,1,0,0,0
197,항산화,하수오,1,0,1,0,0,0
198,항산화,한라봉,0,0,0,0,1,0
199,항산화,함초,0,0,2,0,0,0
200,항산화,호두,2,0,1,0,0,0
201,항산화,호밀,0,0,1,0,0,0
202,항산화,홍삼,1,0,5,0,0,0
203,항산화,홍차,2,0,4,0,1,0
204,항산화,황금,1,0,1,0,2,0
205,보습,감국,0,0,2,0,1,0
206,보습,감나무,0,0,1,0,0,0
207,보습,녹차,9,0,8,0,5,0
208,보습,누에,1,0,2,0,0,0
209,보습,다시마,1,0,0,0,1,0
210,보습,당근,2,0,3,0,1,0
211,보습,돌나물,0,0,1,0,0,0
212,보습,동충하초,1,0,2,0,1,0
213,보습,무화과,0,0,0,0,1,0
214,보습,백차,0,0,1,0,0,0
215,보습,보이차,4,0,0,0,0,0
216,보습,복령,1,0,0,0,0,0
217,보습,아몬드,3,0,1,0,0,0
218,보습,아보카도,1,0,0,0,0,0
219,보습,아카시아,2,0,0,0,0,0
220,보습,오크라,0,0,1,0,0,0
221,보습,죽순,0,0,1,0,0,0
222,보습,참당귀,1,0,3,0,0,0
223,보습,토마토,3,0,7,0,2,0
